hz,ppm,intensity,norm_intensity,nuclei
44758.46882472056,254.2501884185267,627730.1875,0.025309802490975437,13C
44752.44561854381,254.21597363536864,620729.8125,0.025027550478660412,13C
44746.42241236705,254.1817588522106,612847.0,0.02470971897808694,13C
44740.39920619029,254.14754406905254,601953.6875,0.02427050545396839,13C
44734.37600001354,254.11332928589448,589880.3125,0.023783712333716418,13C
44728.35279383678,254.07911450273645,582053.0625,0.023468121088477015,13C
44722.32958766002,254.04489971957838,582231.3125,0.023475308049346277,13C
44716.306381483264,254.01068493642032,586475.25,0.02364642172532995,13C
44710.283175306504,253.97647015326228,584617.9375,0.023571535709848945,13C
44704.259969129744,253.94225537010422,569522.75,0.022962904451073865,13C
44698.23676295299,253.90804058694616,543490.25,0.021913285607713207,13C
44692.21355677623,253.87382580378812,514218.5625,0.020733064162328993,13C
44686.19035059947,253.83961102063006,486733.75,0.019624888723695187,13C
44680.16714442272,253.805396237472,462165.8125,0.01863432039016952,13C
44674.14393824596,253.77118145431396,442867.9375,0.01785623863709861,13C
44668.1207320692,253.7369666711559,434082.0,0.017501993537450515,13C
44662.097525892445,253.70275188799783,438833.125,0.017693556788277824,13C
44656.074319715684,253.6685371048398,453649.625,0.018290951490770983,13C
44650.051113538924,253.63432232168174,471251.625,0.019000656316693742,13C
44644.02790736217,253.60010753852367,486342.875,0.0196091288172168,13C
44638.00470118541,253.56589275536564,497727.4375,0.020068149323254143,13C
44631.98149500865,253.53167797220758,506278.5625,0.020412926887142836,13C
44625.95828883189,253.49746318904954,512452.875,0.02066187242617279,13C
44619.93508265514,253.46324840589148,514873.8125,0.020759483551443064,13C
44613.91187647838,253.4290336227334,509891.4375,0.02055859640327485,13C
44607.88867030162,253.39481883957538,493443.1875,0.01989541026516645,13C
44601.865464124865,253.36060405641732,465270.6875,0.01875950757181859,13C
44595.842257948105,253.32638927325925,431211.0625,0.017386238611949285,13C
44589.819051771345,253.29217449010122,399766.1875,0.016118395211310838,13C
44583.79584559459,253.25795970694315,375907.75,0.015156433602815975,13C
44577.77263941783,253.2237449237851,358399.625,0.01445051377521917,13C
44571.74943324107,253.18953014062706,341872.6875,0.013784154992042608,13C
44565.72622706432,253.155315357469,319926.375,0.012899289414695772,13C
44559.70302088756,253.12110057431093,287769.3125,0.011602730930219584,13C
44553.6798147108,253.0868857911529,245930.0625,0.009915790943968654,13C
44547.656608534046,253.05267100799483,203060.8125,0.008187321814966874,13C
44541.633402357285,253.01845622483677,172342.125,0.006948757971951126,13C
44535.610196180525,252.98424144167873,161931.875,0.006529021313386053,13C
44529.58699000377,252.95002665852067,168899.5,0.006809952860239824,13C
44523.56378382701,252.9158118753626,183715.25,0.007407317323065932,13C
44517.54057765025,252.88159709220457,199905.375,0.008060095975764077,13C
44511.5173714735,252.8473823090465,217910.6875,0.00878606218264383,13C
44505.49416529674,252.81316752588845,240664.6875,0.009703493361432973,13C
44499.47095911998,252.7789527427304,268013.875,0.010806200460274949,13C
44493.447752943226,252.74473795957235,295587.5625,0.011917959299454366,13C
44487.424546766466,252.71052317641428,316772.625,0.01277213161474384,13C
44481.401340589706,252.67630839325625,325257.375,0.013114232968098466,13C
44475.378134412946,252.6420936100982,318491.8125,0.012841448491542845,13C
44469.35492823619,252.60787882694012,301022.4375,0.012137091046743707,13C
44463.33172205943,252.5736640437821,283110.375,0.011414884638467368,13C
44457.30851588267,252.53944926062402,273389.375,0.011022938233922704,13C
44451.28530970592,252.505234477466,272657.9375,0.010993446998630642,13C
44445.26210352916,252.47101969430793,276434.0,0.01114569616231863,13C
44439.2388973524,252.43680491114986,283337.125,0.011424027097805965,13C
44433.21569117565,252.40259012799183,298394.25,0.012031123693478175,13C
44427.192484998886,252.36837534483377,326574.1875,0.013167326263524294,13C
44421.169278822126,252.3341605616757,364473.875,0.01469542483866999,13C
44415.14607264537,252.29994577851767,400587.875,0.016151525286538106,13C
44409.12286646861,252.2657309953596,424207.5625,0.017103860601021547,13C
44403.09966029185,252.23151621220154,433269.5625,0.01746923641811688,13C
44397.0764541151,252.1973014290435,433574.3125,0.017481523802828844,13C
44391.05324793834,252.16308664588544,431534.0,0.01739925930858725,13C
44385.03004176158,252.12887186272738,428128.8125,0.01726196366025627,13C
44379.00683558483,252.09465707956934,418526.5625,0.016874805202994777,13C
44372.98362940807,252.06044229641128,395745.6875,0.015956290436136285,13C
44366.96042323131,252.02622751325322,354765.3125,0.014303979908603933,13C
44360.937217054554,251.99201273009518,295543.0625,0.011916165079209305,13C
44354.914010877794,251.95779794693712,224757.1875,0.009062110023268769,13C
44348.89080470103,251.92358316377906,155064.625,0.006252136841972686,13C
44342.86759852428,251.88936838062102,100651.375,0.004058218757712848,13C
44336.84439234752,251.85515359746296,71089.0,0.002866276921373887,13C
44330.82118617076,251.8209388143049,68254.125,0.002751976019863389,13C
44324.797979994,251.78672403114686,88554.1875,0.0035704655280319876,13C
44318.77477381725,251.7525092479888,127154.4375,0.005126810472176122,13C
44312.75156764049,251.71829446483076,179538.0,0.007238892457477598,13C
44306.72836146373,251.6840796816727,240228.4375,0.009685903955097965,13C
44300.705155286974,251.64986489851464,302232.1875,0.01218586762969792,13C
44294.681949110214,251.6156501153566,358779.625,0.014465835206525309,13C
44288.658742933454,251.58143533219854,405297.5,0.01634141527578856,13C
44282.6355367567,251.54722054904047,440035.6875,0.017742043574422793,13C
44276.61233057994,251.51300576588244,464396.0625,0.01872424308009193,13C
44270.58912440318,251.47879098272438,483282.375,0.019485730815868282,13C
44264.56591822643,251.4445761995663,503168.5625,0.020287533067768912,13C
44258.54271204967,251.41036141640828,527221.75,0.021257346909808173,13C
44252.51950587291,251.37614663325022,551815.6875,0.022248963551791626,13C
44246.496299696155,251.34193185009215,568962.6875,0.02294032297970309,13C
44240.473093519395,251.30771706693412,572539.875,0.0230845535916779,13C
44234.449887342635,251.27350228377605,561589.375,0.022643034292946663,13C
44228.42668116588,251.239287500618,538130.3125,0.02169717530715677,13C
44222.40347498912,251.20507271745996,503875.25,0.020316026394048274,13C
44216.38026881236,251.1708579343019,460467.875,0.01856586030393698,13C
44210.35706263561,251.13664315114383,412266.875,0.016622417381865453,13C
44204.33385645885,251.1024283679858,367682.5,0.014824795174261197,13C
44198.31065028209,251.06821358482773,337386.625,0.013603278943545783,13C
44192.28744410533,251.03399880166967,330474.0,0.013324564972275795,13C
44186.264237928575,250.99978401851163,350057.375,0.014114157958604346,13C
44180.241031751815,250.96556923535357,390195.9375,0.015732526979843543,13C
44174.217825575055,250.9313544521955,437052.875,0.017621777898586367,13C
44168.1946193983,250.89713966903747,475312.8125,0.019164401593805842,13C
44162.17141322154,250.8629248858794,495969.5,0.019997270063657473,13C
44156.14820704478,250.82871010272135,499409.625,0.020135974376478603,13C
44150.12500086803,250.7944953195633,491876.8125,0.019832254720529206,13C
44144.10179469127,250.76028053640525,479382.1875,0.019328476987283256,13C
44138.07858851451,250.7260657532472,464419.6875,0.018725195629604056,13C
44132.055382337756,250.69185097008915,447160.1875,0.018029300251634853,13C
44126.032176160996,250.6576361869311,428733.1875,0.017286331791955344,13C
44120.008969984236,250.62342140377305,412935.1875,0.016649363445180674,13C
44113.98576380748,250.589206620615,404319.8125,0.01630199534981456,13C
44107.96255763072,250.55499183745692,404017.8125,0.01628981884388179,13C
44101.93935145396,250.5207770542989,407292.625,0.016421857830090297,13C
44095.91614527721,250.48656227114083,405764.0,0.01636022434869465,13C
44089.89293910045,250.45234748798276,392856.0,0.015839779518958767,13C
44083.86973292369,250.41813270482473,368149.625,0.014843629446889828,13C
44077.84652674694,250.38391792166667,337859.25,0.013622334973732792,13C
44071.823320570176,250.3497031385086,311750.0,0.012569621604443856,13C
44065.800114393416,250.31548835535057,298057.6875,0.012017553642888775,13C
44059.77690821666,250.2812735721925,298606.5,0.012039681519253775,13C
44053.7537020399,250.24705878903444,307707.375,0.012406624759091283,13C
44047.73049586314,250.2128440058764,317086.8125,0.0127847995152662,13C
44041.70728968638,250.17862922271834,323002.875,0.01302333252894139,13C
44035.68408350963,250.14441443956028,327728.75,0.013213877710977961,13C
44029.66087733287,250.11019965640224,333366.375,0.013441184248260248,13C
44023.63767115611,250.07598487324418,335930.375,0.013544563590020613,13C
44017.61446497936,250.04177009008612,327917.6875,0.013221495587102708,13C
44011.5912588026,250.00755530692808,306402.6875,0.01235402033828279,13C
44005.56805262584,249.97334052377002,276113.75,0.011132783824487602,13C
43999.544846449084,249.93912574061198,243715.5,0.009826500767082073,13C
43993.52164027232,249.90491095745392,211187.125,0.008514971127443096,13C
43987.49843409556,249.87069617429586,176796.125,0.007128341274681496,13C
43981.47522791881,249.83648139113782,141712.1875,0.005713772489536483,13C
43975.45202174205,249.80226660797976,113368.875,0.004570982712017627,13C
43969.42881556529,249.7680518248217,101326.25,0.004085429418114769,13C
43963.40560938854,249.73383704166366,110158.5625,0.0044415443371755535,13C
43957.38240321178,249.6996222585056,136233.6875,0.0054928818016136425,13C
43951.35919703502,249.66540747534754,170354.9375,0.006868635454125686,13C
43945.335990858264,249.6311926921895,202824.3125,0.008177786239956606,13C
43939.312784681504,249.59697790903144,226603.0625,0.009136534883827237,13C
43933.289578504744,249.56276312587337,237493.1875,0.00957561988936082,13C
43927.26637232799,249.52854834271534,233690.0,0.009422277057714467,13C
43921.24316615123,249.49433355955728,216840.9375,0.008742930337539246,13C
43915.21995997447,249.4601187763992,193206.6875,0.007790007869520554,13C
43909.19675379772,249.42590399324118,171700.375,0.006922882896843984,13C
43903.17354762096,249.39168921008311,158870.875,0.0064056031522595,13C
43897.1503414442,249.35747442692505,155282.4375,0.006260918945278918,13C
43891.12713526744,249.32325964376702,156770.5,0.006320916964681526,13C
43885.103929090685,249.28904486060895,158748.4375,0.006400666526613329,13C
43879.080722913925,249.2548300774509,159374.4375,0.006425906568712388,13C
43873.057516737164,249.22061529429286,160279.25,0.006462388207037876,13C
43867.03431056041,249.1864005111348,166049.5625,0.00669504464541604,13C
43861.01110438365,249.15218572797676,182375.3125,0.007353291637906013,13C
43854.98789820689,249.1179709448187,212103.75,0.008551929040524646,13C
43848.96469203014,249.08375616166063,251664.1875,0.010146988318411578,13C
43842.94148585338,249.04954137850257,292292.5625,0.011785106362207719,13C
43836.91827967662,249.01532659534453,326024.6875,0.013145170667464496,13C
43830.895073499865,248.98111181218647,350407.625,0.014128279883117437,13C
43824.871867323105,248.94689702902843,367011.875,0.014797755871972568,13C
43818.848661146345,248.91268224587037,376208.4375,0.015168557189331407,13C
43812.82545496959,248.8784674627123,374757.3125,0.01511004847353109,13C
43806.80224879283,248.84425267955427,358884.6875,0.014470071279884787,13C
43800.77904261607,248.8100378963962,329202.0,0.0132732784969563,13C
43794.75583643932,248.77582311323815,292047.625,0.01177523059094312,13C
43788.73263026256,248.7416083300801,255450.0,0.010299630597771238,13C
43782.7094240858,248.70739354692205,223166.1875,0.008997961609563331,13C
43776.686217909046,248.67317876376399,192736.875,0.007771065238084988,13C
43770.663011732286,248.63896398060595,160201.75,0.0064592634414425455,13C
43764.639805555526,248.6047491974479,126882.5625,0.005115848592869921,13C
43758.61659937877,248.57053441428982,100423.375,0.004049025898929164,13C
43752.59339320201,248.5363196311318,88559.375,0.0035706746857290944,13C
43746.57018702525,248.50210484797373,93118.8125,0.003754509181652467,13C
43740.54698084849,248.46789006481566,111295.75,0.004487395232342525,13C
43734.52377467174,248.43367528165763,141244.625,0.005694920577102072,13C
43728.50056849498,248.39946049849956,183482.625,0.00739793798633543,13C
43722.47736231822,248.3652457153415,236333.25,0.009528851724293283,13C
43716.454156141466,248.33103093218347,292543.9375,0.01179524169061451,13C
43710.430949964706,248.2968161490254,342418.9375,0.013806179549545182,13C
43704.407743787946,248.26260136586734,379764.4375,0.015311933530712009,13C
43698.38453761119,248.2283865827093,403933.1875,0.016286406801449466,13C
43692.36133143443,248.19417179955124,417066.5,0.016815936131162095,13C
43686.33812525767,248.1599570163932,420615.5625,0.01695903275562247,13C
43680.31491908092,248.12574223323514,413802.8125,0.01668434570001485,13C
43674.29171290416,248.09152745007708,393888.125,0.015881394340766262,13C
43668.2685067274,248.05731266691905,358314.0625,0.014447063933203035,13C
43662.24530055065,248.02309788376098,308670.9375,0.012445475171335811,13C
43656.22209437389,247.98888310060292,253391.4375,0.010216630271631388,13C
43650.19888819713,247.95466831744488,204882.4375,0.008260768926290676,13C
43644.175682020374,247.92045353428682,171598.4375,0.006918772822097221,13C
43638.15247584361,247.88623875112876,151668.125,0.006115191469785056,13C
43632.12926966685,247.85202396797072,134400.25,0.005418958415533778,13C
43626.1060634901,247.81780918481266,109156.5625,0.0044011441419946305,13C
43620.08285731334,247.7835944016546,74583.125,0.003007158490222732,13C
43614.05965113658,247.74937961849656,40662.375,0.0016394889087024786,13C
43608.03644495983,247.7151648353385,21627.0625,0.0008719935590718766,13C
43602.01323878307,247.68095005218044,25367.5,0.0010228063385749142,13C
43595.99003260631,247.6467352690224,48276.9375,0.0019465046883604996,13C
43589.96682642955,247.61252048586434,79486.8125,0.0032048729933227844,13C
43583.943620252794,247.57830570270627,109296.0,0.004406766200093972,13C
43577.920414076034,247.54409091954824,133423.0625,0.005379558649337812,13C
43571.897207899274,247.50987613639018,151091.25,0.006091932125877875,13C
43565.87400172252,247.4756613532321,162154.5,0.006537997454555866,13C
43559.85079554576,247.44144657007408,167309.0,0.0067458246063124205,13C
43553.827589369,247.40723178691601,169328.1875,0.0068272373499320615,13C
43547.80438319225,247.37301700375798,172042.3125,0.006936669665047254,13C
43541.78117701549,247.33880222059992,178126.25,0.00718197132419749,13C
43535.75797083873,247.30458743744185,188495.875,0.007600070000797269,13C
43529.734764661975,247.27037265428382,202808.8125,0.00817716128683754,13C
43523.711558485214,247.23615787112576,218916.75,0.008826626176021281,13C
43517.688352308454,247.2019430879677,232293.5625,0.009365973317636661,13C
43511.6651461317,247.16772830480966,238201.9375,0.009604196374724571,13C
43505.64193995494,247.1335135216516,235528.8125,0.0094964171614082,13C
43499.61873377818,247.09929873849353,227789.125,0.009184356397297071,13C
43493.59552760143,247.0650839553355,219948.3125,0.008868218318078488,13C
43487.57232142467,247.03086917217743,214941.6875,0.008666353420675605,13C
43481.54911524791,246.99665438901937,213219.9375,0.008596933225014173,13C
43475.525909071155,246.96243960586133,213907.375,0.00862465039983921,13C
43469.502702894395,246.92822482270327,214960.125,0.008667096812490624,13C
43463.479496717635,246.8940100395452,212978.375,0.008587193532251307,13C
43457.45629054088,246.85979525638717,204670.0625,0.008252206060570567,13C
43451.43308436412,246.8255804732291,189177.5625,0.007627555338174909,13C
43445.40987818736,246.79136569007105,168628.5,0.006799026260545183,13C
43439.3866720106,246.757150906913,146423.9375,0.005903748157843583,13C
43433.36346583385,246.72293612375495,125319.0625,0.005052808966956375,13C
43427.34025965709,246.68872134059689,106907.5625,0.004310465460395932,13C
43421.31705348033,246.65450655743885,92420.1875,0.003726340931793912,13C
43415.293847303576,246.6202917742808,84108.375,0.00339121234166693,13C
43409.270641126815,246.58607699112275,86075.25,0.0034705158685097224,13C
43403.247434950055,246.5518622079647,102944.4375,0.004150674019750827,13C
43397.2242287733,246.51764742480663,136355.8125,0.005497805827398543,13C
43391.20102259654,246.48343264164856,182371.5,0.007353137919598501,13C
43385.17781641978,246.44921785849053,232805.9375,0.009386632050177405,13C
43379.15461024303,246.41500307533246,279075.9375,0.011252217909480108,13C
43373.13140406627,246.38078829217443,314469.125,0.012679255517339392,13C
43367.10819788951,246.34657350901637,333988.1875,0.01346625545221827,13C
43361.084991712756,246.3123587258583,334936.0625,0.013504473351426969,13C
43355.061785535996,246.27814394270027,319442.125,0.012879764669669462,13C
43349.038579359236,246.2439291595422,295358.75,0.011908733681031377,13C
43343.01537318248,246.20971437638414,272631.5625,0.010992383570339328,13C
43336.99216700572,246.1754995932261,257863.3125,0.010396934286426487,13C
43330.96896082896,246.14128481006804,251714.6875,0.010149024455993052,13C
43324.94575465221,246.10707002690998,249596.8125,0.010063632676183872,13C
43318.92254847545,246.07285524375195,243405.4375,0.009813999184728497,13C
43312.89934229869,246.03864046059388,224809.5625,0.00906422176001787,13C
43306.87613612194,246.00442567743582,191822.375,0.007734193004060083,13C
43300.85292994518,245.97021089427778,154722.875,0.006238357633686179,13C
43294.82972376842,245.93599611111972,132892.0625,0.005358148965065287,13C
43288.806517591656,245.90178132796166,141170.1875,0.0056919192901472015,13C
43282.7833114149,245.86756654480362,177290.0,0.007148254095434968,13C
43276.76010523814,245.83335176164556,223716.1875,0.009020137365401163,13C
43270.73689906138,245.7991369784875,263051.375,0.0106061146632836,13C
43264.71369288463,245.76492219532946,292007.0,0.011773592608977826,13C
43258.69048670787,245.7307074121714,321239.75,0.012952244111647613,13C
43252.66728053111,245.69649262901333,363287.125,0.014647575605505359,13C
43246.64407435436,245.6622778458553,420861.3125,0.016968941286526373,13C
43240.6208681776,245.62806306269724,484269.25,0.019525521177763665,13C
43234.59766200084,245.5938482795392,537428.5,0.021668878538713247,13C
43228.574455824084,245.55963349638114,567030.0,0.022862397877683398,13C
43222.551249647324,245.52541871322308,569641.25,0.022967682318468016,13C
43216.528043470564,245.49120393006504,552967.6875,0.022295411680382866,13C
43210.50483729381,245.45698914690698,530035.125,0.021370780940863192,13C
43204.48163111705,245.4227743637489,510126.875,0.020568089138756795,13C
43198.45842494029,245.38855958059088,493917.0625,0.019914516694798545,13C
43192.43521876354,245.35434479743282,476617.0,0.0192169858548363,13C
43186.41201258678,245.32013001427475,454779.5625,0.018336510069156455,13C
43180.38880641002,245.28591523111672,429496.4375,0.017317105693124845,13C
43174.365600233265,245.25170044795865,404540.25,0.016310883291955472,13C
43168.342394056504,245.2174856648006,383965.3125,0.015481310945812466,13C
43162.319187879744,245.18327088164256,371765.375,0.014989414881745539,13C
43156.29598170299,245.1490560984845,370896.5,0.014954382227466274,13C
43150.27277552623,245.11484131532643,379871.5,0.015316250243183623,13C
43144.24956934947,245.0806265321684,390988.9375,0.01576450038780609,13C
43138.22636317271,245.04641174901033,394642.75,0.015911820485764668,13C
43132.20315699596,245.01219696585227,386673.3125,0.015590496303646739,13C
43126.1799508192,244.97798218269423,371049.8125,0.014960563719406069,13C
43120.15674464244,244.94376739953617,355716.875,0.014342346486175637,13C
43114.133538465685,244.9095526163781,347258.375,0.014001303521167815,13C
43108.110332288925,244.87533783322007,349070.4375,0.01407436507673671,13C
43102.087126112165,244.841123050062,361065.1875,0.014557988071892772,13C
43096.06391993541,244.80690826690397,378176.5,0.015247908595647031,13C
43090.04071375865,244.7726934837459,390770.4375,0.01575569056480506,13C
43084.01750758189,244.73847870058785,390980.6875,0.015764167751468522,13C
43077.99430140514,244.70426391742978,380835.0,0.015355098135455898,13C
43071.97109522838,244.67004913427175,372538.5,0.015020586938531219,13C
43065.94788905162,244.6358343511137,378475.0625,0.015259946503105817,13C
43059.924682874866,244.60161956795565,400361.625,0.016142402986977545,13C
43053.901476698105,244.5674047847976,428073.3125,0.017259725924894456,13C
43047.878270521345,244.53319000163953,447921.125,0.018059980913830945,13C
43041.85506434459,244.4989752184815,451496.125,0.01820412332677685,13C
43035.83185816783,244.46476043532343,438582.0625,0.017683434059732304,13C
43029.80865199107,244.43054565216536,414951.25,0.016730650190187598,13C
43023.78544581432,244.39633086900733,388581.1875,0.015667420976681473,13C
43017.76223963756,244.36211608584927,365969.8125,0.014755740374576639,13C
43011.7390334608,244.3279013026912,349462.8125,0.014090185462549198,13C
43005.715827284046,244.29368651953317,337483.875,0.013607200020373472,13C
42999.692621107286,244.2594717363751,328157.4375,0.013231162200670199,13C
42993.669414930526,244.22525695321704,322914.3125,0.013019761728257048,13C
42987.646208753766,244.191042170059,325716.1875,0.013132732084417276,13C
42981.62300257701,244.15682738690094,338313.25,0.01364064005218802,13C
42975.59979640025,244.12261260374288,357163.0,0.014400653604195608,13C
42969.57659022349,244.08839782058485,376239.1875,0.015169797015680522,13C
42963.55338404674,244.05418303742678,392791.8125,0.0158371915074536,13C
42957.53017786998,244.01996825426872,409020.1875,0.016491512383171376,13C
42951.50697169322,243.98575347111068,427416.0625,0.017233225896668244,13C
42945.48376551647,243.95153868795262,445736.625,0.017971902843598682,13C
42939.46055933971,243.91732390479456,458403.5,0.01848262562037748,13C
42933.437353162946,243.88310912163652,462805.3125,0.01866010474627551,13C
42927.41414698619,243.84889433847846,462245.75,0.018637543434682772,13C
42921.39094080943,243.81467955532042,461496.4375,0.01860733148732598,13C
42915.36773463267,243.78046477216236,460773.8125,0.018578195568121774,13C
42909.34452845592,243.7462499890043,456099.25,0.01838971928330598,13C
42903.32132227916,243.71203520584626,445512.375,0.01796286118315026,13C
42897.2981161024,243.6778204226882,433094.25,0.017462167895943573,13C
42891.27490992565,243.64360563953014,425890.375,0.017171710853968552,13C
42885.25170374889,243.6093908563721,427515.8125,0.017237247772386107,13C
42879.22849757213,243.57517607321404,435131.375,0.017544303871600195,13C
42873.205291395374,243.54096129005598,441765.75,0.017811798926394045,13C
42867.182085218614,243.50674650689794,441175.4375,0.01778799778845219,13C
42861.158879041854,243.47253172373988,432062.25,0.017420558114080584,13C
42855.1356728651,243.4383169405818,419729.4375,0.016923304589001018,13C
42849.11246668834,243.40410215742378,413798.125,0.01668415670209578,13C
42843.08926051158,243.36988737426572,422373.3125,0.017029904455302378,13C
42837.06605433482,243.33567259110765,446465.0,0.018001270600250283,13C
42831.04284815807,243.30145780794962,479313.0,0.01932568737799775,13C
